date,review,reviewer,rating
27-Dec-19,Really liked the film.,Trent K,4
27-Dec-19,This movie is heavy VERY heavy it will make you think about a lot of stuff and in my opinion There is a before and after JOKER you will not be the same,Sofiane L,5
27-Dec-19,"A spectacular performance by Phoenix. DeNiro wasn�t an ideal fit for his role, but the film was a true haunting piece of art.",Mark J,4
27-Dec-19,obra maestra digna de ver muchas veces y de ganar todos los premios,destruktor d,5
26-Dec-19,"Joker is no masterpiece but it is a showcase for a masterful actor giving one of the best performance of the year, it's captivating and gripping but some elements feal to familiar and beats that have been hit before in better films such as king of comedy and taxi driver are too often commanding the story. Every character except Fleck is formulaic and basic to the point of hilarity but this is all to easily overlooked when time is instead given to giving an all too believable backstory to cinemas greatest villain.",Matt T,4
26-Dec-19,"This movie is great. A little dark at times, but that is about it.",Trevor D,4.5
26-Dec-19,Feels as if it is trying to make too many points at once. Does not follow through on any. Better use of time to watch Taxi Driver and King of Comedy instead of this movie which feels like a pop culture mashup t-shirt of the two with Joker as the title characters.,Kyle D,2
26-Dec-19,Absolutely love this movie. I thought Joaquin Phoenix gave an exceptional performance. Does it say anything about the critics score when this movie is up for most Oscar nominations than any movie this year including best-picture?,Andrew S,5
26-Dec-19,Good acting but a recycled story,,2.5
26-Dec-19,I really just love this movie. What they did with Arthur and his character is just fascinating. I would recommend this movie to anyone.,Zander M,5
26-Dec-19,Joker is one of the most interesting perfect movies in this decade.,Fahad T,5
26-Dec-19,"Underestimated this one - VERY good movie. One of the best to come out of the DC/MARVEL machine. Deep, psychological, but yet right to the point and very straight forward. Excellent performance by Joaquin Phoenix.",Seth,5
26-Dec-19,"I loved this version of the Joker, but it still doesnt beat Heath Ledger. 80%",,4
26-Dec-19,Personally not a fan. Felt the story moved too slowly. Unnecessary moments that just go on for too long.I knew what I was getting into within the first two minutes of the film. Joaquin Phoenix killed it though. It was a mesmerizing performance which saved the movie for me.,MaraLee L,2.5
26-Dec-19,"Huge slog, barely a movie.",Owen W,0.5
26-Dec-19,"This one is dark, both substantively and visually � didn't notice any sunshine until the final scene. Phoenix, unsurprisingly, is masterful as the titular character, from his gaunt figure to the delivery of his lines (and laugh). It is an entertaining challenge to determine what is real and what is solely in Joker's head. The transformation is a slow burn with a huge payoff. Definitely an origin story for the Joker with the seeds planted for Bruce Wayne. Only real critiques are that he should've explained himself better on the night show, should change the song for the dancing steps scene, and end the movie one scene earlier. Joker is definitely a must-watch.",Ben D,5
26-Dec-19,Briliant performance by Joaquin Phoenix who was perfectly guided thru the film by Todd Phillips.,Mateusz W,5
26-Dec-19,Hard to watch in a good way. The final act felt so surreal. I believe they accomplished what they were trying to do. Bravo!,Batuhan K,5
26-Dec-19,Olha eu n�o sou um cr�tico mais eu tenho senten�a que o filme � o melhor da DC,Ivo D,5
26-Dec-19,Joker was thought provoking and beautiful. When watching this movie you can absolutely see the passion that went into it. Each scene is intricately crafted. Amazing watch.,Chloe S,5
26-Dec-19,Excellent interpretation of Joaquin Phoenix as the JOKER. A story full of suspense and with many curiosities,Leonardo O,3.5
26-Dec-19,For�a ao espectador se comover com a loucura do personagem.,Pedro H,3
26-Dec-19,"????? ????,???? ?? ????????? 5 ???",,5
26-Dec-19,One of the Best movies (and saddest) I've ever seen.,John O,5
26-Dec-19,"Found it boring, and took me a few days to actually finish. Just glad I didn't have to pay for it.",Lisa E,2.5
26-Dec-19,Brutal pel�cula una fotograf�a espectacular y un Joaquin Phoenix sublime que te hace sentir el dolor y la frustraci�n del personaje es de lo mejor de este a�o sin duda. Es de las pocas pelis que me ha dejado totalmente inmerso en ella sintiendo la locura del personaje y las situaciones por las que pasa. Cuando cre�a que el joker de Heath Ledger era insuperable vemos a este joker de Joaquin Phoenix que para mi gusto es muy superior. No importa cuanto escriba la peli hay que sentirla si no la has visto ya est�s tardando.,Aron D,5
26-Dec-19,"The Great Joker is a work of art. A tragic, painful film about people. I have never seen such a beautiful and at the same time scary movie. This is the best movie of the decade. I want to thank Todd Phillips and Joaquin Phoenix, you are great guys. Thank you so much, this movie woke up me.",al z,5
26-Dec-19,"???????? ?????, ?? ???????????. ???? ????? ? ?????? ?????????? ? ??? ????????, ??? ??????? ???????????.",Ruslan K,5
26-Dec-19,"Far from glorifying or enciting violence, I found JOKER to be a sad and compelling descent into madness with a strong central performance by Jaoquin Phoenix. While the social commentary is anything but subtle, I felt it was successful in examining the short-comings of mental healthcare and the rise of mob violence in our society. I do not think JOKER is a masterpiece and I do not need a sequel, but I was thoroughly moved and engaged from start to finish.",Jeff C,4
26-Dec-19,"it was a bait and switch, it's a political statement movie, that they named after a super hero character to get people to come watch it.. Phoenix was really disrespectful , not even able to put down his smoke to be able to act.. his addiction was on full display",Abel W,1.5
26-Dec-19,"GREAT history, not the normal joker, is a good movie, but the comic joker was a gangster, Violent, not a victim.",Irving G,4
26-Dec-19,"Not only does Phoenix elevate the titular character into another unforgettable incarnation, but he also pours so much emotions into his performance, you can't help but be captivated by it. On top of that you got a very refreshing take on comic book storytelling, with a lot of emphasis on character development, story and themes. Although the movie tells a very personal story, it's philosophical debate about classism feels epic and timeless. It will probably not only be the most unpredictable and entertaining movie you will see this year, but also the most stimulating. Just don't expect a typical action flick; it's anything but that.",Sean P,5
26-Dec-19,An origin story second. A realistic movie about mental illness first. Mr Phoenix adds to his list of award worthy performances with this DC movie that has so very little to do with the DCU. And doesnt need to. I was not interested in this movie at all because I really didnt believe anyone could top Heath Ledgers portrayal of the character. Joaquin at least makes it a close race at a minimum. Not a happy ending type of film but one that sticks with you much longer than a comic movie should.,Craig H,5
26-Dec-19,"Decent movie, enjoyed it one time. Rather dark, likely wouldn�t want to watch again.",,3
26-Dec-19,Really bleak. A great explanation of the character. Great acting.,Billy M,4
26-Dec-19,"Beautiful Cinematography, Beautiful sets, Oscar contender performance by Joaquin Phoenix",Deni A,4.5
26-Dec-19,The perfection of Joaquin phoenix!!,Theo S,5
26-Dec-19,Joaquin Phoenix is amazing and spectacular of the Joker. Todd Phillips had directed a compelling story of a clown with mental illness and disability and how his life tragedy that turned into a joke. This is officially one of my favorite movies in 2019!.,Brandon W,5
26-Dec-19,The movie is dark and provocative and Phoenix brings fans his own shadey edge to a great origin story of this comic book character. We need more darker story arches of our heros and villains out there besides the mainstream ones studios usually feed audiences. Kudos to Todd and WB for putting this out there.... The ambiguity is also fresh.... Loved it!,Russell D,5
26-Dec-19,How do you make a villain? It takes a village.,,4.5
26-Dec-19,"a very dark and sad movie, Joaquin Phoenix played the joker so well.",,5
26-Dec-19,Best movie of 2019. I love the realism of the character and how well it was put together. I highly recommend.,Steven C,5
26-Dec-19,"It's ok, not a badman fan, so lot of drama in this movie.",Prakash N,3
26-Dec-19,joker is a joke...�.,RAy l,1
26-Dec-19,The movie to me was about the inevitable march of a man towards madness and it was compelling to watch. A lot of credit goes to Joaquin Phoenix. Nuances in his movements and mannerisms made the movie just a little bit extra disturbing.,Tony C,4
26-Dec-19,"Excellent. I don't see how anyone can't like this movie. Probably the best comic book character origin film ever made. Definitely a top 5 comic book movie in general ever made. Phoenix adds his name to the list of amazing performances for the Joker. Todd Phillips solidified himself as a powerhouse who just doesn't do raunchy movies. The soundtrack, great. Cinematography, great. Acting, unbelievable. Directing, amazing. How you're able to watch this movie and not need to know anything about Batman - great. But if you know a little about Batman - it makes it even better. Great, great, great movie. Excellent concept, excellent execution.",Erick F,5
26-Dec-19,Es sin duda la mejor pel�cula del a�o,stan f,5
26-Dec-19,It has great pace and Joaquin Phoenix performance is hallucinating.,Henry D,4.5
26-Dec-19,That a masterpiece !!!,Rick L,5
26-Dec-19,"A masterpiece, the best acting I've ever seen,",Brad W,5
25-Dec-19,"Um filme muito bom que mistura terror, com a��o e drama e tamb�m o melhor filme da DC at� ao momento",Diogo C,5
25-Dec-19,The best DC film made outside of the Nolan-verse of Batman. An incredible character piece that dives into the mind of the Joker so well that you feel as though you are losing your mind with him.,,5
25-Dec-19,"One of the best movies I have seen when it comes to DC, it absolutely hits certain points while explaining the story, absolutely magnificent",Memo G,5
25-Dec-19,what a MASTERPIECE!!,Budd F,5
25-Dec-19,"Not gonna lie it was kind of rough to see someone suffer in this way. Especially when it's someone actively trying to get better from his illness. Watching his struggle with his illness while trying to remain a good son and pursue his dream and actively trying to better himself and life, while combating the real life struggles of insurance and government assistance programs failing, poverty and city crime beating him down much how it does in real life to many human beings. The chilling line of him saying he just doesn't want to feel so bad anymore cut into me having real life applications for the begining part of the story. Seeing people I love and care about suffer is so hard. And thats what makes this movie incredible! Not only does Joaquin slay this role but he also dedicated himself tp the role on a higher level much like Val Kilmer did for doc holliday. His sinister/awkward laugh makes it so much more enthralling. Keeping you on the edge of your seat wondering whats real or what psychotic break, wondering how could this get any worse or whats coming next!? It was amazing to see the whole story through and loved every part of it. I recommend if you're strong enough to withstand the anguish of his suffering and the dark nature of the film, see it! However again i dont feel its for the weak stomach not due to gore but more of the mental suffering and things of that nature. People really didn't like that it was a villain on a human level meaning it was such a real character that it scared people worse than a Dr Doom fantasy villain due to the real issues the movie touches on.",Tyler R,5
25-Dec-19,"Dark and disturbing, bold and brilliant. I thought that this movie was a work of art. Not for the faint of heart, though ...",Riggo,5
25-Dec-19,"Although the character Joker is more charming without having a backstory to justify his actions, the way of slowly turning to a villain was both sad and entertaining.",J S,3.5
25-Dec-19,"I loved this movie. The story was great, the score was great, and Joaquin Phoenix's acting was great. I recommend watching it if you haven't already.",Ulysses G,5
25-Dec-19,"It's very different from the other superhero comic book adaptations out there. And that's why I liked it so much. It's much darker and offers a very interesting and psychological origin story to the famous Joker character. It's a fascinating flick, showing us the hardships of living with a mental illness, as well as showing us the dangers of too many social inequalities. It's a pic with a lot of strong content to it. It's also a brilliant character study. And Joaquin Phoenix gives a terrific performance as the perturbed character who is beaten down by society, and later becomes the murderous Joker. Overall, I found this movie to be fascinating and very, very good. It's a cinematic phenomenon and one of the best movies of 2019. Recommended for sure!!",Brian S,4.5
25-Dec-19,Was bored the entire movie.,Vadim K,2
25-Dec-19,"Great acting and directing, but I wanted the movie to be a little faster.",Ivan M,3.5
25-Dec-19,Great caracter development. With a great story that will keep you guessing. #did that just happen?,Jim M,5
25-Dec-19,Absolutely one of the best movies I have seen. It's dark emotional and with a well-written story. I recommend this movie,Leonida S,5
25-Dec-19,Phoenix did a marvelous job here. He is absolutely best thing in this movie. Other high-profiled cons of Joker aren't exacly cons for me. This movie is very simple but I don't think it is wrong.,Artur K,4.5
25-Dec-19,Too uncomfortable despite good acting.,Tim W,3
25-Dec-19,A fantastic take on Arthur Fleck and a damn good interpretation of the Joker,Benjamin M,5
25-Dec-19,"�Joker� could be one of the most brilliant movies I�ve ever watched. Joaquin Phoenix�s performance as the title character is brilliant, as is the world building and character development. Some people think it sympathizes with people who are so broken that they commit terrible acts, when in reality, it warns of the ways people can inadvertently cause a man to become this sad and lonely. It�s a modern masterpiece and deserves to be cherished.",Daniel P,5
25-Dec-19,A cinematic masterpiece.,Keri N,5
25-Dec-19,"nothing like i was expecting an the first 5-10mins i was getting ready to turn it off but stuck with it, glad i did. dont expect anything like the usual dc comic movies tho",Craig E,5
25-Dec-19,"This was a thrilling and engaging film which explored the realm of mental illness merging with the history of an iconic comic book character. At times I forgot Joaquin Phoenix was playing a character in a movie and could legitimately understand why his path led him to becoming the Joker. The pace and timing of the movie was impeccable, thought provoking, and overall, held my attention until the final scene.",Sarah T,5
24-Dec-19,dark take on a classic DC franchise,Russell M,5
24-Dec-19,"Controversial but amazing film-making. This movie sets out to slice your mind in two, and that's exactly what it does.",Lyndon G,5
24-Dec-19,Best movie ever. I dyed my hair green for it. Bought it right when it came on digital and will buy a hard copy too.,,5
24-Dec-19,the movie sucked plan and simple,James M,0.5
24-Dec-19,I thought the film too much resembled Taxi Driver. Other than that the film was ok. Mental Illness theme did leave a dramatic affect to the story line but next film should be a little bit more comic book film rather than serious subject.,Tyler B,3
24-Dec-19,It wouldn�t let me rate it less than 1/2 star or I would have.,Gavin K,0.5
24-Dec-19,It's a very clever and thought out movie.,Rob O,5
24-Dec-19,Great movie. Nothing to add.,Godofredo O,5
24-Dec-19,Harrowing tale of a man going even more off the deep end.,DJ F,4
24-Dec-19,Great portrayal of the breakdown of social support structures,Tom K,4
24-Dec-19,The Joker is bold in its criticism of classism.,Rex O,5
24-Dec-19,"A masterpiece that only offends who can't ge it. In fact, it calls attention to a subject that people often ignore.",Jose M,5
24-Dec-19,Great movie with a good story. Not a fan of the one off movie not tied to the DC universe.,Greg B,4
24-Dec-19,"Little low, but an amazing performance, great music, raw, different",Yunue M,5
24-Dec-19,I loved this movie. The acting was outstanding. Joaquin Phoenix was mesmerizing. I felt as if I knew what he was thinking simply from the emotion on his face. Todd Phillips direction was spot on. This movie actually made me gasp in shock at certain scenes. I hope Phoenix gets the best actor oscar.,Larry R. B,5
24-Dec-19,I was not sure I would like this movie given the DC track record. This was a great movie and the best Joker to date IMHO.,,5
24-Dec-19,"This is a movie I could only watch once. I'm glad I saw it. It was very well made artistically, but it's hard to stomach and gave me so much anxiety. I saw this movie on a date, and that was a terrible decision. Ha.",Candice G,3.5
24-Dec-19,"Such a unique take on a classic character yet still in line with what you'd expect, Joaqu�n Phoenix truly made a masterful performance worthy of praise.",Eden R,5
24-Dec-19,"Started out poorly, but by the end I was invested in the characters...unfortunately, that's when it ended, leaving me feeling like I had just seen an intro and was waiting for the actual movie to begin.",Paul H,3
24-Dec-19,"Saw it, own it and have seen it six times so far. I love the way it shows humans what there unkindness can lead to. Of course it doesn't mean you should whack anybody that pisses you off. But it sure shows how people and their unkindness will be the death of this planet.",Rebecca,5
24-Dec-19,Best Villain/Hero origin story out today.,Jochem V,5
24-Dec-19,"Amazing. This movie's message is so important that I sincerely think that it will make the world a better place. Everything is incredible: the score, the script, the art direction, the makeup, everything. It is already a classic.",Miguel D,5
24-Dec-19,Just did not like and felt so let down by it.,Chris J,2
24-Dec-19,"It was a great movie, but very raw. Exposes the problematic of a society that in order to take care of the rich and corporations giving them tax breaks cutting social programs meant to help the most vulnerable with the rich and corporations avoid paying their fair share while leaving communities having to pay the cost of their decisions. It is sadly our reality.",Joni N,5
24-Dec-19,Great film that looks into the extreme darkness of mental health. If you like this the The Killing Joker should be your next watch.,Anthony W,5
24-Dec-19,"I love the movie so much that i think it might be the best comic book adaptation ever. This movie shows the true face of society and that's what i love most about it. Well done,Todd phillips.",Ali R,5
24-Dec-19,sadistic and dark but WB needs to make a rated R movie so Joker can run loose lol,mr truth,4.5
24-Dec-19,"It broke my heart, and did not even leave me the remains... in a good way.",Zaufufu T,4
24-Dec-19,Wow. This actually made so much sense now to why the Joker was reasonable while crazy at the same time.,Prateek S,5
24-Dec-19,Very thought provoking. It's a masterpiece.,Mihir P,5
24-Dec-19,Refreshing and empathizing great look in too the cyclical hopelessness of the mentally Challenged and the inability of everyone around them to relate.,Jona W,5
24-Dec-19,"Screenplay is very contrived, characters reaction and actions make no sense. Let's conveniently give a medical condition so Joaquin can try to win an Oscar.",Mark C,1.5
24-Dec-19,"Great acting, but as a comic lover did not find this interpretation of the Joker compelling. I also thought the tendencies of this joker was nothing like his previous incarnations making him completely different than I expected.",RAY J,3.5
24-Dec-19,"With such a beautiful performance from Joaquin Phoenix and stunning cinematography, it is such a shame that the script is trying to say too much too loudly, while relying on harmful stereotypes about disability and mental illness.",Will L,2
24-Dec-19,"Great all around movie and Joaquin Phoenix should win every award for this character. The movie is not about glamorizing murder and crime but it shows what happens when a population that is mistreated by the politicians and wealthier citizens becomes desperate. Everyone snap and rebels, not just Joker.",TomG,5
24-Dec-19,"I don't understand any of the animus against Joker. Aside from the brilliant performance, superior direction and production, this is a topical and important film. I recently read a review in which the critic pondered whether the movie should be lauded for its artistic quality or locked in a box and tossed into the ocean. Exactly. That's what makes good art great... uncanny attraction and discomfort bulging in the same pulse.",Lance H,5
24-Dec-19,"the story was the worst story since requiem for a dream (in my opinion) the only good thing that came out of this movie and let me tell you it was great, was Joaquin Phoenix's contribution, I personally think he should win best actor for the next 3 years.",,2.5
24-Dec-19,Awesome and acceptly canon.,,5
24-Dec-19,Phenomenal acting by Phoenix. Great plot.,Jorge G,5
24-Dec-19,Joaquin's performance carries the material which could be more developed and nuanced.,Kevin L,3.5
24-Dec-19,Best movie I've seen in years,Troy S,5
24-Dec-19,"It talks about touchy subjects that not modern movies will even dare touch, The story is very great and I even like this movie better than endgame",Jose M,5
24-Dec-19,"Beautiful film creative,creepy, and amazing",,5
24-Dec-19,Amazing Movie! Oscar Worthy of Best Picture & Actor.,Greg Z,5
24-Dec-19,You really get in the mine of The joker And how he starts,,4
24-Dec-19,tres bien fait. Juste la diff�rence d'age avec Batman qui semble �tre pas mal grande,Sebastien D,4
24-Dec-19,"fab,oscar winner, brings great awareness to mental health",Barry R,5
24-Dec-19,Liked the character portrayal. Joaquin Phoenix is such a great actor!!,Geetha,4.5
23-Dec-19,I loved everything about it,Maja K,5
23-Dec-19,"narration, acting and screenplay are so intact!",KK,4
23-Dec-19,"Joker isn't going to be for everyone and after the first hour, I was interested but not hooked on Todd Phillips take on this iconic comic-book villain. However, by the final scene of Joaquin Phoenix's masterful pretrial, I was hooked, caught and sold. Retrospectively, the more time away from the film, the more it sat with me, and the more I realized how much I enjoyed; Joker. Yes, I would have liked it to be a more ""comic-book-ie"", but as it stands, it is definitely worth the watch if you're at all interested in the roots of clown prince of crime. Joaquin is the man. Three and a half knock-knock's out of five.",Jimmy J,3.5
23-Dec-19,Wow! Just Wow! Wow! Parasite and Joker this same year..........!?,Richard S,5
23-Dec-19,Best movie i have ever seen,Julian J,5
23-Dec-19,"Quite simply, the best DC film since the Nolan Trilogy.",Jonny S,5
23-Dec-19,"My No1 movie of the year, awesome performance from Joaquin Phoenix!!",Paul C,5
23-Dec-19,"Phoenix was good, movie just OK. Not my favorite Joker.",Michael B,3.5
23-Dec-19,"If you didn't give this movie a 100% Fresh, you're the crazy one, not the Joker. Joaquin Phoenix is one of the best things of 2019, and gave us one of the best movies of this year. DC should just forget every movie of the last ten years and start over with Joker, because it made me feel terrify in the best way. I just want to watch it more, I want this universe to grow just like Marvel movies once did.",Vitor G,5
23-Dec-19,Long time I didn't saw quality coming from hollywood,Jerry L,5
23-Dec-19,"Joker nos ofrece, a trav�s de la incre�ble interpretaci�n de Phoenix, una visi�n profunda y cruda del tormento que conlleva el tener una enfermedad mental mientras se vive en un mundo de miseria social cada vez m�s decadente.",Betseb K,5
23-Dec-19,Thank you for bringing DC back to what it needs to be! Dark! Absolutely loved it!,Mayra A,5
23-Dec-19,"Coringa (2019) 3,5 ?? #MovieReview Se considerar apenas um filme, � muito bom com grande atua��o de Phoenix. Se levar pela linha do tempo Batman, fica um pouco estranho. Seria excelente se tirasse os Wayne desta est�ria. E eles n�o fazem a menor falta.",Alvaro D,3.5
23-Dec-19,Bad movie really sucks dont watch it save your time,ronald m,0.5
23-Dec-19,"It might not have been the best movie of the decade but I very much can see the masterpiece crawling into my top 15 list of the 2010s as it tells the story of a broken antagonist from his POV portraying him almost as the protagonist of this fabulous story. I did not, however, like the ending and the movie's attempt at being mysterious, this movie did not need that extra level, it was wasted.",Leopold S,3.5
23-Dec-19,"After watching this movie at a late night showing just days ago, I feel torn over what I saw. It brought to mind films from the golden age of cinema, films like Taxi Driver, The Comedian and Dog Day Afternoon, but it was more then that. Joaquin's Joker is a pure art work, which just so happens to be set in the DC comic universe, but more then that it is a solid performance with a fascinating take on 75 year old character. I'm going to need to watch this movie a few more times but at this stage I can say with confidence that I liked it. I liked the acting, I liked the subplot and I liked that this film has stirred in the minds of so many. Did it wake the dragon? Time will tell. I hope that Warner Bros sees what happens when you hire the right people for a job.",Thomas S,4
23-Dec-19,Truly a masterpiece. I wonder if people laugh a bit nervously like him at the end of the movie or am I the only one?,Tamara F,5
23-Dec-19,The movie expresses mental anxiety beautifully and potrays the effect of society on its individuals,Ammar D,4.5
23-Dec-19,"I went to watch Joker and it was one of the best character study films I have watched. Everything feels natural, it doesn't feel too snobbish like some character study films and it just makes you understand and relate to his pain... which may make you sick to your stomach that you can relate to someone as broken as Arthur Fleck, but that's the point. It's a cautionary tale, it's a tragedy despite what the main character says... and it's probably going to influence comic book movies in years to come in the quality of it's character development. Brilliant movie=would recommend",James F,5
23-Dec-19,Proof that Holywood can risk going to dark places and the fan base will follow eagerly. Really solid performance from Phoenix and solid story arcs which lead the audience to question some heavy themes in these modern times.,James J,4.5
23-Dec-19,It's a very good movie. I recommend it :),Nera P,4
23-Dec-19,"No me lo esperaba y aunque en lo personal a�n no se supera el guas�n de Heath Ledger, creo que hicieron un gran trabajo. Llega el momento en el que incluso llegas a pensar que lo que este Guason hace est� justificado. Y eso lo hace un gui�n magistral.",George P,4
23-Dec-19,"A brilliant film, with Joachim Phoenix delivering his best acting since ""her"". This film looks the society hard in the face to pinpoint human flaws that has created and encouraged a social situation where the ill are Ignored and mocked for being needing help. Should be a top oscar contender in the best picture, best actor and best directing Categories.",Chisom E,5
23-Dec-19,Absolutely amazing. One of the best character-based stories I've seen in recent times.,Alexander B,5
23-Dec-19,"Outstanding acting from joaquin phoenix. Watching him playing the role of a poor guy that works as a clown, with his deformed body, and his wonderful actic is just great. This is NOT an action movie though, it is a cautionary tale of what a rotten society can do to a mans psyche.",Nicols R,5
23-Dec-19,"A crazy and maddening story of a man abused by society, Joker is something more than just an origin story. I found its story very emotional and suspenseful and I think it is probably the most outstanding part of this movie (if you exclude Phoenix's amazing acting). The only disappointment was that it was a bit enigmatic.",Matt H,4
23-Dec-19,"Movie was odd, acting was extremely good.",Kenneth B,3
23-Dec-19,a true masterpiece Joaquin Phoenix takes on a new rule as the iconic comic book character Joker and absolutely crushes it. nothing more needs to be said.,Cody H,5
23-Dec-19,I absolutely loved this movie!,Christoph R,5
23-Dec-19,Fenomenal performence by Joaquin Phoenix and terrible sight of our society.,Tomasz K,4
23-Dec-19,One of the best movies based on comic books. Hoakin is fantastic in his role. Walking out from the theater everyone joins a team for and team against the movie. You love it or you hate it. I obviously loved the film. Todd Philips made a great work.,,5
23-Dec-19,Beautifully insane.,,5
23-Dec-19,It was an interesting movie to watch and the Joker was very emotional.,Micha S,4
23-Dec-19,"i found the character of 'joker' to be very relatable to a lot of modern young men (anger at society, loneliness), and i think so many people adored this movie not only for the good cinematogrophy, but for the relatability of the main character. from a completely neutral perspective, this movie was fine.",Sophie C,2.5
23-Dec-19,"MASTERPIECE, nothing more to say.",Patricia C,4.5
23-Dec-19,A psychotic dressed as a clown with the Wayne name added. NOT the Joker. Awful movie.,,1
23-Dec-19,Masterpiece. Really bold. Great acting. Incredible tempo. Oscar worthy movie coming from a troubled universe.,Wout d,5
23-Dec-19,"I found it quite enlightening in how the person (Joker) having experienced a dysfunctional childhood, grows up (with various disabilities) to still attempting to be a functioning contributing member of society. Sadly with the deficient governmental support structure for disabled people and the defective souls found throughout society that he encounters; he becomes so changed and so scarred that he transforms into the proto-typical Joker. Much closer to reality and far removed from the typical Marvel fantasy!",Ken D,5
23-Dec-19,Amazing! An absolute must see! The acting was so good I was cringing at the realness of it! The plot is amazing and the acting is even better.,Sean09877,5
23-Dec-19,God damn masterpiece,,5
23-Dec-19,A fantastic thriller that held my attention throughout it's run time. I had no idea a movie this good could exist outside the marvel formula. So I was really happy to be so disturbed by this movie.,Heberth H,5
23-Dec-19,"Joker tells the story of overlooking mental health issues (especially those in the lower class), and the damaging effects this oversight can have on society.",Jon S,4
23-Dec-19,It was definitely dark. I wouldn't say it was my favorite DC movie though nor was it my favorite depiction of The Joker.,Ravi T,3.5
23-Dec-19,"Disturbingly beautiful. A powerfully compassionate look into the life of someone with mental illness. Although there are some fantastical elements owed to the DC universe, one cannot watch without walking away thinking about all of the people we walk by and look over on a daily basis.",Jen R,5
23-Dec-19,"Loved this one. Amazing plot, beautifully made.",victoria s,5
23-Dec-19,"It is so good to see Joker actually captured on film. As a longtime fan of the comics I've never seen it done so well. Joaquin Phoenix by the end of the film embodied everything Joker ever represented in the best of the comics about him. Not only that, it's a powerful story told in a wonderful way and it kept me on the edge of my seat until the end. They struck gold with this movie and I hope we get to see more.",Davis B,5
23-Dec-19,I've never seen such an absolutely compelling movie. A timeless classic.,William Y,5
23-Dec-19,"The cinematography and Phoenix's potrayal are stunning but, even if the ending scene makes it up, the plot is kind of lame. Still a good film and a strong demonstration that DC is the MVP of super heroe movies right now.",Pi M,3.5
23-Dec-19,Joaquin Phoenix was absolutely amazing. I do not believe anyone would have done a better job. The way the story line was put together with the twists and turns was awesome. Loved this movie.,AJ,5
23-Dec-19,"This is the most layered and in-depth story of Joker I've ever seen. It's the first time you understand Joker's past and why he has become this complexed character through; lack of support and love from family, his surroundings, and the system. Joaquin's performance was incredible.",Cristina S,5
23-Dec-19,"After experiencing decades of Joker storylines in comics and film, I had little hope that this derivative angst piece would pass muster. It did not. Taxi Driver + The Comedian (both Deniro films) - Fight Club = Work Harder!!!",Troy B,2
23-Dec-19,Joaquin Phoenix is amazingly fantastic!!!!!Fantastic movie! Better than any Batman. Absolutely the BEST acting ever!!! FABULOUS!!!!! Do critics hate the Zeitgeist???? Are they afraid??? They are such dopes. This is movie genius!!!!! Joaquin Phoenix is better than Brando.,,5
23-Dec-19,Absolutely best movie of 2019 and most realistic movie to portray today's economic inequality and poverty . This movie hits hour heart and and let you empathize for what you didn't know could be empathetic about. This movie Joker is way better than the Dark Knight Joker . Definitely a must see for people especially since it touches a-lot of society issues with mental health . #Weareallclowns -John Bjerke,John B,5
23-Dec-19,Outstanding film. hardly any action but kept me intrigued through out the film. Phoenix delivers the performance of the year.,Dre D,4
23-Dec-19,"amazing movie , direction, acting, casting and cinematography was excellent . hope they continue this iteration of DC films",Austin S,5
23-Dec-19,Lets just say this is why DC is for Adults and Marvel is for Kiddies !,Kevin P,4
23-Dec-19,I felt uncomfortable from beginning to end watching one of the most unsettling and iconic character in history be born.,Marcos R,4
23-Dec-19,"Honestly a solid film that hits all the right spots. Has a great flow, great acting and a satisfying payoff",Luca F,4.5
23-Dec-19,One of the best villain origin story there is,,3.5
23-Dec-19,"The Joker is a film which I've struggled to describe to friends. Polarising? Yes. Political? Yes. Highlighting deep societal issues and making people feel extremely uncomfortable? Yes. The filmmakers deserve every positive review and award nomination because they achieved something based on current society standard, almost impossible to pull off.",Wenyu O,5
23-Dec-19,The only Joke here is this movie making 1Bn dollars....,Borislav T,1
22-Dec-19,Mesmerizing cinematography and performance by Phoenix.,Nick H,5
22-Dec-19,"Joaquin did a fantastic job in a movie that was as slow as molasses in VT during a January blizzard.. I will never get the 2 hours of my life back. The story line is a good one, from un-noticed nobody to the leader of a movement, it was achingly, painfully slow...",Brian S,3
22-Dec-19,Joker is probably the best unexpected hit of 2019.,Garin M,5
22-Dec-19,Just wow! Joaquin deserves an Oscar. Well acted and directed.,Carl L,4.5
22-Dec-19,Joker surprised me. This movie was much deeper than I expected. It was beautiful as well. Sometimes I felt like I watch art.,Kamil B,5
22-Dec-19,"This movie is in my opinion, a masterpiece. I loved everything from the characters, the dialogue, the set pieces, the costumes, and most of all the acting. Phoenix is jaw dropping in this role, I mean it was unbelievable. I loved this movie, Gotham felt so alive and I was blown away by just about everything here. It�s by no means a perfect movie because there is some pacing issues I had closer to the beginning of the movie but other than that, I thought this movie was phenomenal in every way.",Aiden D,4.5
